編號,中文地址,英文地址,地區,檢疫結束日期
3626,屯門 屯安里1號叠茵庭3座,"BLOCK 3, PARKLAND VILLAS, NO.1 TUEN ON LANE, TUEN MUN",屯門,2020-03-04
3627,屯門 屯利街2號新都大廈B座,"BLOCK B, NEW TOWN MANSION, NO.2 TUEN LEE STREET, TUEN MUN",屯門,2020-03-04
3628,屯門 屯貴路18號聚康山莊5座,"BLOCK 5, BENEVILLE, NO.18 TUEN KWAI ROAD, TUEN MUN",屯門,2020-03-04
3629,屯門 石排頭路11號康德花園3座,"BLOCK 3, HONG TAK GARDENS, NO.11 SHEK PAI TAU ROAD, TUEN",屯門,2020-03-04
3630,屯門 石排頭路5號,"5 SHEK PAI TAU ROAD, TUEN MUN",屯門,2020-03-04
3631,屯門 桃園圍盈溢居15座,"BLOCK 15, OPULENT VILLA, TO YUEN WAI, TUEN MUN",屯門,2020-03-04
3632,屯門 啟民徑15號美恒大樓,"MEI HANG BUILDING, NO.15 KAI MAN PATH, TUEN MUN",屯門,2020-03-04
3633,屯門 湖秀街2號悅湖山莊15座,"BLOCK 15, YUET WU VILLA, NO.2 WU SAU STREET, TUEN MUN",屯門,2020-03-04
3634,屯門 湖秀街2號悅湖山莊5座,"BLOCK 5, YUET WU VILLA, NO.2 WU SAU STREET, TUEN MUN",屯門,2020-03-04
3635,屯門 湖翠路2號美樂花園1座,"BLOCK 1, MELODY GARDEN, NO.2 WU CHUI ROAD, TUEN MUN",屯門,2020-03-04
3636,屯門 湖翠路2號美樂花園8座,"BLOCK 8, MELODY GARDEN, NO.2 WU CHUI ROAD, TUEN MUN",屯門,2020-03-04
3637,屯門 鳴琴路99號寶田邨5座,"BLOCK 5, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-04
3638,屯門 鳴琴路99號寶田邨7座,"BLOCK 7, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-04
3639,屯門 震寰路11號大興花園第一期2座,"BLOCK 2, PHASE I, TAI HING GARDENS, NO.11 TSUN WEN ROAD,TUEN MUN",屯門,2020-03-04
3640,屯門 龍門路45號富健花園5座,"BLOCK 5, GLORIOUS GARDEN, NO.45 LUNG MUN ROAD, TUEN MUN",屯門,2020-03-04
3641,屯門 豐安街2號翠寧花園1座,"BLOCK 1, TSUI NING GARDEN, NO.2 FUNG ON STREET, TUEN MUN",屯門,2020-03-04
3642,屯門 寶田村1座,"LEUNG TIN VILLAGE, TUEN MUN",屯門,2020-03-04
3643,田景邨田翠樓,"TIN TSUI HSE, TIN KING ESTATE",屯門,2020-03-04
3644,兆安苑定邦閣D座,"BLOCK D, TING PONG HSE, SIU ON COURT",屯門,2020-03-04
3645,好運洋樓,LUCKY BUILDING,屯門,2020-03-04
3646,良田村,LEUNG TIN VILLAGE,屯門,2020-03-04
3647,浪琴軒2座,"BLOCK 2, GRAND PACIFIC VIEWS",屯門,2020-03-04
3648,康寶路1號,NO.1 HONG PO ROAD,屯門,2020-03-04
3649,富恒大廈,FU HANG BLDG,屯門,2020-03-04
3650,蝴蝶邨蝶聚樓,"TIP CHUI HSE, BUTTERFLY ESTATE",屯門,2020-03-04
3651,蝴蝶邨蝶影樓,"TIP YING HSE, BUTTERFLY ESTATE",屯門,2020-03-04
3652,力生大廈,LAKESHORE BUILDING,屯門,2020-03-05
3653,山景邨景樂樓,"KING LOK HSE, SHAN KING ESTATE",屯門,2020-03-05
3654,友愛邨愛廉樓,"OI LIM HSE, YAU OI ESTATE",屯門,2020-03-05
3655,友愛邨愛義樓,"OI YEE HSE, YAU OI ESTATE",屯門,2020-03-05
3656,友愛邨愛曦樓,"OI HEI HSE, YAU OI ESTATE",屯門,2020-03-05
3657,屯門 小坑村,"SIU HANG TSUEN, TUEN MUN",屯門,2020-03-05
3658,屯門 屯合街2號時代廣場C座,"BLOCK C, TREND PLAZA, NO.2 TUEN HOP STREET, TUEN MUN",屯門,2020-03-05
3659,屯門 屯門鄉事會路83號瓏門6座,"BLOCK 6, CENTURY GATEWAY, NO.83 TUEN MUN HEUNG SZE WUIROAD, TUEN MUN",屯門,2020-03-05
3660,屯門 屯門鄉事會路83號瓏門7座,"BLOCK 7, CENTURY GATEWAY, NO.83 TUEN MUN HEUNG SZE WUIROAD, TUEN MUN",屯門,2020-03-05
3661,屯門 屯興路9號怡峰園5座,"BLOCK 5, VILLA TIARA, NO.9 TUEN HING ROAD, TUEN MUN",屯門,2020-03-05
3662,屯門 河傍街163號雅都花園3座,"BLOCK 3, ELDO COURT, NO.163 HO PONG STREET, TUEN MUN",屯門,2020-03-05
3663,屯門 河興街2號大興花園第二期2座,"BLOCK 2, PHASE II, TAI HING GARDENS, NO.2 HO HING CIRCUIT,TUEN MUN",屯門,2020-03-05
3664,屯門 青山公路青山灣段33號春和海景花園B座,"BLOCK B, SPRING SEAVIEW TERRACE, NO.33 CASTLE PEAK ROADCASTLE PEAK BAY, TUEN MUN",屯門,2020-03-05
3665,屯門 青山公路青山灣段362-388號恒順園6座,"BLOCK 6, HANDSOME COURT, NO.362-388 CASTLE PEAK ROADCASTLE PEAK BAY, TUEN MUN",屯門,2020-03-05
3666,屯門 南朗,"NAM LONG, TUEN MUN",屯門,2020-03-05
3667,屯門 恒貴街1號嘉悅半島1座,"BLOCK 1, THE SEACREST, NO.1 HANG KWAI STREET, TUEN MUN",屯門,2020-03-05
3668,屯門 海珠路7號豐景園3座,"BLOCK 3, GOODVIEW GARDEN, NO.7 HOI CHU ROAD, TUEN MUN",屯門,2020-03-05
3669,屯門 海珠路7號豐景園4座,"BLOCK 4, GOODVIEW GARDEN, NO.7 HOI CHU ROAD, TUEN MUN",屯門,2020-03-05
3670,屯門 景峰徑2號景峰花園1座,"BLOCK 1, PRIME VIEW GARDEN, NO.2 KING FUNG PATH, TUEN MUN",屯門,2020-03-05
3671,屯門 景新徑2號景新臺2座,"BLOCK 2, KINGSTON TERRACE, NO.2 KING SAN PATH, TUEN MUN",屯門,2020-03-05
3672,屯門 湖翠路138號啟豐園3座,"BLOCK 3, RICHLAND GARDEN, NO.138 WU CHUI ROAD, TUEN MUN",屯門,2020-03-05
3673,屯門 湖翠路168-236號海翠花園6座,"BLOCK 6, PIERHEAD GARDEN, NO.168-236 WU CHUI ROAD, TUEN MUN",屯門,2020-03-05
3674,屯門 湖翠路280號慧豐園5座,"BLOCK 5, MARINA GARDEN, NO.280 WU CHUI ROAD, TUEN MUN",屯門,2020-03-05
3675,屯門 湖翠路2號美樂花園4座,"BLOCK 4, MELODY GARDEN, NO.2 WU CHUI ROAD, TUEN MUN",屯門,2020-03-05
3676,屯門 紫田村,"TSZ TIN TSUEN, TUEN MUN",屯門,2020-03-05
3677,屯門 福亨村路8號豫豐花園8座,"BLOCK 8, THE SHERWOOD, NO.8 FUK HANG TSUEN ROAD, TUEN MUN",屯門,2020-03-05
3678,屯門 龍門路43號龍門居16座,"BLOCK 16, LUNG MUN OASIS, NO.43 LUNG MUN ROAD, TUEN MUN",屯門,2020-03-05
3679,屯門 龍門路55-65號新屯門中心3座,"BLOCK 3, SUN TUEN MUN CENTRE, NO.55-65 LUNG MUN ROAD, TUEN",屯門,2020-03-05
3680,屯門 龍鼓灘 南朗,"NAM LONG, LUNG KWU TAN, TUEN MUN",屯門,2020-03-05
3681,田心村,TIN SAM TSUEN,屯門,2020-03-05
3682,田景邨田敦樓,"TIN TUN HSE, TIN KING ESTATE",屯門,2020-03-05
3683,兆軒苑逸生閣B座,"BLOCK B, YAT SANG HSE, SIU HIN COURT",屯門,2020-03-05
3684,利寶大廈,LEE BO BUILDING,屯門,2020-03-05
3685,良景邨良偉樓,"LEUNG WAI HSE, LEUNG KING ESTATE",屯門,2020-03-05
3686,湖翠路138號啟豐園1座,"BLOCK 1, RICHLAND GARDEN, NO.138 WU CHUI ROAD",屯門,2020-03-05
3687,順利樓,SHUN LEE MANSION,屯門,2020-03-05
3688,順風圍,SUN FUNG WAI,屯門,2020-03-05
3689,萬能閣,MY LOFT,屯門,2020-03-05
3690,滿名山2滿庭,"THE LAGUNA, 2, THE BLOOMSWAY",屯門,2020-03-05
3691,蝴蝶邨蝶湖樓,"TIP WU HSE, BUTTERFLY ESTATE",屯門,2020-03-05
3692,豐景園5座,"BLOCK 5, GOODVIEW GARDEN",屯門,2020-03-05
3693,三聖邨滿漁樓,"MOON YU HSE, SAM SHING ESTATE",屯門,2020-03-06
3694,大興邨興耀樓,"HING YIU HSE, TAI HING ESTATE",屯門,2020-03-06
3695,山景邨景榮樓,"KING WING HSE, SHAN KING ESTATE",屯門,2020-03-06
3696,山景邨景麗樓B座,"BLOCK B, KING LAI HSE, SHAN KING ESTATE",屯門,2020-03-06
3697,友愛邨愛勇樓,"OI YUNG HOUSE, YAU OI ESTATE",屯門,2020-03-06
3698,屯門 屯安里1號叠茵庭1座,"BLOCK 1, PARKLAND VILLAS, NO.1 TUEN ON LANE, TUEN MUN",屯門,2020-03-06
3699,屯門 屯安里1號叠茵庭9座,"BLOCK 9, PARKLAND VILLAS, NO.1 TUEN ON LANE, TUEN MUN",屯門,2020-03-06
3700,屯門 屯利街2號新都大廈A座,"BLOCK A, NEW TOWN MANSION, NO.2 TUEN LEE STREET, TUEN MUN",屯門,2020-03-06
3701,屯門 屯隆街2號時代廣場B座,"BLOCK B, TREND PLAZA, NO.2 TUEN LUNG STREET, TUEN MUN",屯門,2020-03-06
3702,屯門 石排頭徑1號卓爾居6座,"BLOCK 6, CHELSEA HEIGHTS, NO.1 SHEK PAI TAU PATH, TUEN MUN",屯門,2020-03-06
3703,屯門 青山公路青山灣段1號香港黃金海岸4座,"BLOCK 4, HONG KONG GOLD COAST, NO.1 CASTLE PEAK ROADCASTLE PEAK BAY, TUEN MUN",屯門,2020-03-06
3704,屯門 掃管笏新村,"SO KWUN WAT SAN TSUEN, TUEN MUN",屯門,2020-03-06
3705,屯門 景峰徑2號景峰花園4座,"BLOCK 4, PRIME VIEW GARDEN, NO.2 KING FUNG PATH, TUEN MUN",屯門,2020-03-06
3706,屯門 湖秀街2號悅湖山莊7座,"BLOCK 7, YUET WU VILLA, NO.2 WU SAU STREET, TUEN MUN",屯門,2020-03-06
3707,屯門 順風圍,"SUN FUNG WAI, TUEN MUN",屯門,2020-03-06
3708,屯門 鳴琴路99號寶田邨2座,"BLOCK 2, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-06
3709,屯門 鳴琴路99號寶田邨4座,"BLOCK 4, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-06
3710,屯門 龍門路55-65號新屯門中心2座,"BLOCK 2, SUN TUEN MUN CENTRE, NO.55-65 LUNG MUN ROAD, TUEN",屯門,2020-03-06
3711,屯門 豐安街2號翠寧花園5座,"BLOCK 5, TSUI NING GARDEN, NO.2 FUNG ON STREET, TUEN MUN",屯門,2020-03-06
3712,兆軒苑順生閣A座,"BLOCK A, SHUN SANG HSE, SIU HIN COURT",屯門,2020-03-06
3713,兆麟苑翠麟閣C座,"BLOCK C, TSUI LUN HSE, SIU LUN COURT",屯門,2020-03-06
3714,好發大廈,RICH BUILDING,屯門,2020-03-06
3715,利源樓,LEE YUEN MANSION,屯門,2020-03-06
3716,欣田邨悅田樓,"YUET TIN HOUSE, YAN TIN ESTATE",屯門,2020-03-06
3717,建生邨泰生樓,"TAI SANG HSE, KIN SANG ESTATE",屯門,2020-03-06
3718,桃園圍,TO YUEN WAI,屯門,2020-03-06
3719,掃管笏路88號NAPA 1座,"NAPA TOWER 1, NAPA",屯門,2020-03-06
3720,新圍苑新珮閣,"SAN PUI HSE, SAN WAI COURT",屯門,2020-03-06
3721,福亨村路,FUK HANG TSUEN ROAD,屯門,2020-03-06
3722,澤豐花園澤民樓(第3座)3座,"BLOCK 3, CIVIC HOUSE (BLK 3), AFFLUENCE GARDEN",屯門,2020-03-06
3723,友愛邨愛暉樓,"OI FAI HSE, YAU OI ESTATE",屯門,2020-03-07
3724,屯子圍,TUEN TSZ WAI,屯門,2020-03-07
3725,屯門 井頭村中村,"TSENG TAU TSUEN CHUNG TSUEN, TUEN MUN",屯門,2020-03-07
3726,屯門 良德街12號海麗花園1座,"BLOCK 1, VENICE GARDENS, NO.12 LEUNG TAK STREET, TUEN MUN",屯門,2020-03-07
3727,屯門 河興街4號大興花園第二期4座,"BLOCK 4, PHASE II, TAI HING GARDENS, NO.4 HO HING CIRCUIT,TUEN MUN",屯門,2020-03-07
3728,屯門 虎地上村,"FU TEI SHEUNG TSUEN, TUEN MUN",屯門,2020-03-07
3729,屯門 青山公路青山灣段333號恒福花園5座,"BLOCK 5, HANFORD GARDEN, NO.333 CASTLE PEAK ROAD CASTLEPEAK BAY, TUEN MUN",屯門,2020-03-07
3730,屯門 青山村,"TSING SHAN TSUEN, TUEN MUN",屯門,2020-03-07
3731,屯門 青盈路28號滿名山名庭5座,"BLOCK 5, THE TERRACE, THE BLOOMSWAY, NO.28 TSING YINGROAD, TUEN MUN",屯門,2020-03-07
3732,屯門 恒富街23號南浪海灣3座,"BLOCK 3, NERINE COVE, NO.23 HANG FU STREET, TUEN MUN",屯門,2020-03-07
3733,屯門 景峰徑3號偉景花園A座,"BLOCK A, GRANDEUR GARDENS, NO.3 KING FUNG PATH, TUEN MUN",屯門,2020-03-07
3734,屯門 景峰徑3號偉景花園C座,"BLOCK C, GRANDEUR GARDENS, NO.3 KING FUNG PATH, TUEN MUN",屯門,2020-03-07
3735,屯門 湖秀街2號悅湖山莊1座,"BLOCK 1, YUET WU VILLA, NO.2 WU SAU STREET, TUEN MUN",屯門,2020-03-07
3736,屯門 湖秀街2號悅湖山莊3座,"BLOCK 3, YUET WU VILLA, NO.2 WU SAU STREET, TUEN MUN",屯門,2020-03-07
3737,屯門 新合里5號,"5 SAN HOP LANE, TUEN MUN",屯門,2020-03-07
3738,屯門 鳴琴路99號寶田邨9座,"BLOCK 9, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-07
3739,屯門 震寰路11號大興花園第一期4座,"BLOCK 4, PHASE I, TAI HING GARDENS, NO.11 TSUN WEN ROAD,TUEN MUN",屯門,2020-03-07
3740,屯門 龍門路45號富健花園10座,"BLOCK 10, GLORIOUS GARDEN, NO.45 LUNG MUN ROAD, TUEN MUN",屯門,2020-03-07
3741,屯門 龍門路55-65號新屯門中心1座,"BLOCK 1, SUN TUEN MUN CENTRE, NO.55-65 LUNG MUN ROAD, TUEN",屯門,2020-03-07
3742,屯門 龍門路55-65號新屯門中心7座,"BLOCK 7, SUN TUEN MUN CENTRE, NO.55-65 LUNG MUN ROAD, TUEN",屯門,2020-03-07
3743,田景邨田樂樓10座,"BLOCK 10, TIN LOK HSE, TIN KING ESTATE",屯門,2020-03-07
3744,兆山苑榆景閣L座,"BLOCK L, YUE KING HSE, SIU SHAN COURT",屯門,2020-03-07
3745,兆隆苑,SIU LUNG COURT,屯門,2020-03-07
3746,安定邨定德樓,"TING TAK HSE, ON TING ESTATE",屯門,2020-03-07
3747,良景邨良英樓7座,"BLOCK 7, LEUNG YING HSE, LEUNG KING ESTATE",屯門,2020-03-07
3748,良景邨良賢樓,"LEUNG YIN HSE, LEUNG KING ESTATE",屯門,2020-03-07
3749,欣田邨喜田樓,"HEI TIN HOUSE, YAN TIN ESTATE",屯門,2020-03-07
3750,泥圍,NAI WAI,屯門,2020-03-07
3751,青磚圍,TSING CHUEN WAI,屯門,2020-03-07
3752,富泰邨君泰樓,"KWAN TAI HSE, FU TAI ESTATE",屯門,2020-03-07
3753,富泰邨健泰樓,"KIN TAI HSE, FU TAI ESTATE",屯門,2020-03-07
3754,華樂大廈,WAH LOK MANSION,屯門,2020-03-07
3755,藍地大街,LAM TEI MAIN STREET,屯門,2020-03-07
3756,麗日閣,SUN COURT,屯門,2020-03-07
3757,三聖邨進漁樓,"CHUN YU HSE, SAM SHING ESTATE",屯門,2020-03-08
3758,大興邨興平樓,"HING PING HSE, TAI HING ESTATE",屯門,2020-03-08
3759,大興邨興偉樓,"HING WAI HSE, TAI HING ESTATE",屯門,2020-03-08
3760,大興邨興盛樓,"HING SHING HSE, TAI HING ESTATE",屯門,2020-03-08
3761,大興邨興輝樓,"HING FAI HSE, TAI HING ESTATE",屯門,2020-03-08
3762,山景邨景美樓,"KING MEI HSE, SHAN KING ESTATE",屯門,2020-03-08
3763,山景邨景業樓,"KING YIP HSE, SHAN KING ESTATE",屯門,2020-03-08
3764,山景邨景麗樓,"KING LAI HSE, SHAN KING ESTATE",屯門,2020-03-08
3765,友愛邨愛明樓,"OI MING HSE, YAU OI ESTATE",屯門,2020-03-08
3766,友愛邨愛信樓,"OI SHUN HSE, YAU OI ESTATE",屯門,2020-03-08
3767,友愛邨愛智樓,"OI CHI HSE, YAU OI ESTATE",屯門,2020-03-08
3768,友愛邨愛德樓,"OI TAK HSE, YAU OI ESTATE",屯門,2020-03-08
3769,屯門 屯子圍,"TUEN TSZ WAI, TUEN MUN",屯門,2020-03-08
3770,屯門 屯安里1號叠茵庭8座,"BLOCK 8, PARKLAND VILLAS, NO.1 TUEN ON LANE, TUEN MUN",屯門,2020-03-08
3771,屯門 屯利街1號華都花園4座,"BLOCK 4, WALDORF GARDEN, NO.1 TUEN LEE STREET, TUEN MUN",屯門,2020-03-08
3772,屯門 屯門鄉事會路83號瓏門2座,"BLOCK 2, CENTURY GATEWAY, NO.83 TUEN MUN HEUNG SZE WUIROAD, TUEN MUN",屯門,2020-03-08
3773,屯門 石排頭徑1號卓爾居3座,"BLOCK 3, CHELSEA HEIGHTS, NO.1 SHEK PAI TAU PATH, TUEN MUN",屯門,2020-03-08
3774,屯門 石排頭徑1號卓爾居5座,"BLOCK 5, CHELSEA HEIGHTS, NO.1 SHEK PAI TAU PATH, TUEN MUN",屯門,2020-03-08
3775,屯門 石排頭徑1號卓爾居7座,"BLOCK 7, CHELSEA HEIGHTS, NO.1 SHEK PAI TAU PATH, TUEN MUN",屯門,2020-03-08
3776,屯門 河興街3號大興花園第二期3座,"BLOCK 3, PHASE II, TAI HING GARDENS, NO.3 HO HING CIRCUIT,TUEN MUN",屯門,2020-03-08
3777,屯門 青山公路青山灣段1號香港黃金海岸3座,"BLOCK 3, HONG KONG GOLD COAST, NO.1 CASTLE PEAK ROADCASTLE PEAK BAY, TUEN MUN",屯門,2020-03-08
3778,屯門 青盈路18號滿名山滿庭8座,"BLOCK 8, THE LAGUNA, THE BLOOMSWAY, NO.18 TSING YING ROAD,TUEN MUN",屯門,2020-03-08
3779,屯門 建發街1號,"1 KIN FAT STREET, TUEN MUN",屯門,2020-03-08
3780,屯門 湖秀街2號悅湖山莊11座,"BLOCK 11, YUET WU VILLA, NO.2 WU SAU STREET, TUEN MUN",屯門,2020-03-08
3781,屯門 湖秀街2號悅湖山莊8座,"BLOCK 8, YUET WU VILLA, NO.2 WU SAU STREET, TUEN MUN",屯門,2020-03-08
3782,屯門 華發街6號錦暉花園1座,"BLOCK 1, KAM FAI GARDEN, NO.6 WAH FAT STREET, TUEN MUN",屯門,2020-03-08
3783,屯門 楊小坑村,"YEUNG SIU HANG TSUEN, TUEN MUN",屯門,2020-03-08
3784,屯門 鳴琴路99號寶田邨1座,"BLOCK 1, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-08
3785,屯門 鳴琴路99號寶田邨3座,"BLOCK 3, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-08
3786,屯門 鳴琴路99號寶田邨8座,"BLOCK 8, PO TIN ESTATE, NO.99 MING KUM ROAD, TUEN MUN",屯門,2020-03-08
3787,屯門 樂翠街6-18號青麗灣別墅,"THE CASTLE BAY, NO.6-18 LOK CHUI STREET, TUEN MUN",屯門,2020-03-08
3788,屯門 龍門路43號龍門居10座,"BLOCK 10, LUNG MUN OASIS, NO.43 LUNG MUN ROAD, TUEN MUN",屯門,2020-03-08
3789,屯門 龍門路55-65號新屯門中心8座,"BLOCK 8, SUN TUEN MUN CENTRE, NO.55-65 LUNG MUN ROAD, TUEN",屯門,2020-03-08
3790,屯門 龍門路55-65號新屯門中心9座,"BLOCK 9, SUN TUEN MUN CENTRE, NO.55-65 LUNG MUN ROAD, TUEN",屯門,2020-03-08
3791,屯門 龍鼓灘 北朗,"PAK LONG, LUNG KWU TAN, TUEN MUN",屯門,2020-03-08
3792,屯門 豐安街2號翠寧花園3座,"BLOCK 3, TSUI NING GARDEN, NO.2 FUNG ON STREET, TUEN MUN",屯門,2020-03-08
3793,屯門 豐安街2號翠寧花園4座,"BLOCK 4, TSUI NING GARDEN, NO.2 FUNG ON STREET, TUEN MUN",屯門,2020-03-08
3794,北朗村,PAK LONG TSUEN,屯門,2020-03-08
3795,田景邨田裕樓,"TIN YUE HSE, TIN KING ESTATE",屯門,2020-03-08
3796,兆安苑定基閣J座,"BLOCK J, TING KAY HSE, SIU ON COURT",屯門,2020-03-08
3797,兆禧苑順禧閣,"SHUN HEI HSE, SIU HEI COURT",屯門,2020-03-08
3798,安定邨定泰樓,"TING TAI HSE, ON TING ESTATE",屯門,2020-03-08
3799,安定邨定祥樓,"TING CHEUNG HSE, ON TING ESTATE",屯門,2020-03-08
3800,安定邨定福樓,"TING FUK HSE, ON TING ESTATE",屯門,2020-03-08
3801,良景邨良俊樓2座,"BLOCK 2, LEUNG CHUN HSE, LEUNG KING ESTATE",屯門,2020-03-08
3802,良景邨良智樓,"LEUNG CHI HSE, LEUNG KING ESTATE",屯門,2020-03-08
3803,良景邨良華樓,"LEUNG WAH HSE, LEUNG KING ESTATE",屯門,2020-03-08
3804,欣田邨逸田樓,"YAT TIN HOUSE, YAN TIN ESTATE",屯門,2020-03-08
3805,欣田邨綠田樓,"LUK TIN HOUSE, YAN TIN ESTATE",屯門,2020-03-08
3806,金銘大廈,KAM MEN MANSION,屯門,2020-03-08
3807,建生邨康生樓,"HONG SANG HSE, KIN SANG ESTATE",屯門,2020-03-08
3808,建生邨樂生樓,"LOK SANG HSE, KIN SANG ESTATE",屯門,2020-03-08
3809,康利中心,HONLEY COURT,屯門,2020-03-08
3810,富泰邨仁泰樓,"YAN TAI HSE, FU TAI ESTATE",屯門,2020-03-08
3811,富泰邨秀泰樓,"SAU TAI HSE, FU TAI ESTATE",屯門,2020-03-08
3812,富泰邨迎泰樓,"YING TAI HSE, FU TAI ESTATE",屯門,2020-03-08
3813,富泰邨美泰樓,"MEI TAI HSE, FU TAI ESTATE",屯門,2020-03-08
3814,富泰邨逸泰樓,"YAT TAI HSE, FU TAI ESTATE",屯門,2020-03-08
3815,富泰邨愛泰樓,"OI TAI HSE, FU TAI ESTATE",屯門,2020-03-08
3816,富基閣兆富苑B座,"BLOCK B, SIU FU HSE, SIU KWAI COURT",屯門,2020-03-08
3817,湖景邨湖光樓,"WU KWONG HSE, WU KING ESTATE",屯門,2020-03-08
3818,華利大廈,WAH LEE BUILDING,屯門,2020-03-08
3819,新圍苑新賢閣,"SAN YIN HSE, SAN WAI COURT",屯門,2020-03-08
3820,楊小坑村,YEUNG SIU HANG TSUEN,屯門,2020-03-08
3821,福亨村,FUK HANG TSUEN,屯門,2020-03-08
3822,蝴蝶邨蝶翎樓,"TIP LING HSE, BUTTERFLY ESTATE",屯門,2020-03-08
3823,蝴蝶邨蝶意樓,"TIP YEE HSE, BUTTERFLY ESTATE",屯門,2020-03-08
3824,蝴蝶邨蝶舞樓,"TIP MO HSE, BUTTERFLY ESTATE",屯門,2020-03-08
3825,龍逸邨健龍樓,"KIN LUNG HOUSE, LUNG YAT ESTATE",屯門,2020-03-08
3826,龍逸邨康龍樓,"HONG LUNG HOUSE, LUNG YAT ESTATE",屯門,2020-03-08
3827,麗寶大廈,LAI BO BUILDING,屯門,2020-03-08
3828,疊茵庭 5座,"BLOCK 5, PARKLANG VILLAS",屯門,2020-03-08
3829,元朗 八鄉 田心新村,"TIN SAM SAN TSUEN, PAT HEUNG, YUEN LONG",元朗,2020-02-27
3830,元朗 大圍村,"TAI WAI TSUEN, YUEN LONG",元朗,2020-02-27
3831,元朗 屏山 孖峰嶺路26號,"NO.26 MA FUNG LING ROAD, PING SHAN, YUEN LONG",元朗,2020-02-27
3832,元朗 屏山 洪屋村,"HUNG UK TSUEN, PING SHAN, YUEN LONG",元朗,2020-02-27
3833,元朗 朗日路9號GRAND YOHO9座,"BLOCK 9, GRAND YOHO, NO.9 LONG YAT ROAD, YUEN LONG",元朗,2020-02-27
3834,元朗 海棠徑加州花園爵仕居,"MONTEREY, PALM SPRINGS, BEGONIA PATH, YUEN LONG",元朗,2020-02-27
3835,元朗 新田 蕃田村,"FAN TIN TSUEN, SAN TIN, YUEN LONG",元朗,2020-02-27
3836,元朗 錦田 吉慶圍,"KAT HING WAI, KAM TIN, YUEN LONG",元朗,2020-02-27
3837,天水圍 天湖路1號嘉湖山莊樂湖居8座,"BLOCK 8, LOCWOOD COURT, KINGSWOOD VILLAS, NO.1 TIN WUROAD, TIN SHUI WAI",元朗,2020-02-27
3838,天恩邨恩澤樓(第7座),"BLOCK 7, YAN CHAK HSE, TIN YAN ESTATE",元朗,2020-02-27
3839,天恩邨恩澤樓(第7座),"YAN CHAK HSE (BLK 7), TIN YAN ESTATE",元朗,2020-02-27
3840,天盛苑盛麗閣R座,"BLOCK R, SHING LAI HOUSE, TIN SHING COURT",元朗,2020-02-27
3841,天頌苑頌月閣,"CHUNG YUET HOUSE, TIN CHUNG COURT",元朗,2020-02-27
3842,天頌苑頌波閣,"CHUNG PO HOUSE, TIN CHUNG COURT",元朗,2020-02-27
3843,天澤邨天澤樓,"TIN CHAK HOUSE, TIN CHAK ESTATE",元朗,2020-02-27
3844,世宙2座,"TOWER 2, YUCCIE SQUARE",元朗,2020-02-27
3845,李屋村,LEE UK TSUEN,元朗,2020-02-27
3846,杜屋村,TO UK TSUEN,元朗,2020-02-27
3847,和平新村,WO PING SAN TSUEN,元朗,2020-02-27
3848,金華樓,KAM WAH BUILDING,元朗,2020-02-27
3849,金寶大廈,CAMPBELL BUILDING,元朗,2020-02-27
3850,洪福邨洪昌樓,"HUNG CHEONG HOUSE, HUNG FUK ESTATE",元朗,2020-02-27
3851,美滿樓,MAY MOON BUILDING,元朗,2020-02-27
3852,深涌村,SHAM CHUNG TSUEN,元朗,2020-02-27
3853,港頭村,KONG TAU TSUEN,元朗,2020-02-27
3854,新田 永平村,"WING PING TSUEN, SAN TIN",元朗,2020-02-27
3855,新李屋村,SAN LEE UK TSUEN,元朗,2020-02-27
3856,嘉城大廈,KAR SHING BUILDING,元朗,2020-02-27
3857,爾巒菲利提諾大道2座,"BLOCK 2, FERENTINO BOULEVARD, RIVA",元朗,2020-02-27
3858,鳳降村,FUNG KONG TSUEN,元朗,2020-02-27
3859,橋頭圍,KIU TAU WAI,元朗,2020-02-27
3860,錫降村,SIK KONG TSUEN,元朗,2020-02-27
3861,寶發大廈,PO FAT BUILDING,元朗,2020-02-27
3862,元朗 八鄉 上村,"SHEUNG TSUEN, PAT HEUNG, YUEN LONG",元朗,2020-02-28
3863,元朗 八鄉 水盞田,"SHUI TSAN TIN, PAT HEUNG, YUEN LONG",元朗,2020-02-28
3864,元朗 八鄉 石湖塘玄新和庭,"ILIFE, SHEK WU TONG, PAT HEUNG, YUEN LONG",元朗,2020-02-28
3865,元朗 十八鄉 南邊圍東邊巷,"EASTERN LANE NAM PIN WAI, SHAP PAT HEUNG, YUEN LONG",元朗,2020-02-28
3866,元朗 十八鄉路11號尚悅5座,"BLOCK 5, THE REACH, NO.11 SHAP PAT HEUNG ROAD, YUEN LONG",元朗,2020-02-28
3867,元朗 上村 錦上路105號,"NO.105 KAM SHEUNG ROAD, SHEUNG TSUEN, YUEN LONG",元朗,2020-02-28
